athlete_id,event,meet_year,result,position,points
2038,Shot Put,2020,16.82,6,8
1902,1500m,2020,282.37,9,7
1650,Javelin,2020,53.11,30,0
1086,800m,2020,203.27,5,9
1467,200m,2020,69.98,27,1
1125,Discus,2020,53.21,1,10
1531,Javelin,2020,63.32,29,1
1528,Discus,2020,38.35,7,8
1034,100m,2020,151.63,27,1
1724,100m,2020,117.17,10,7
1092,Javelin,2020,30.72,15,5
1481,Discus,2020,10.14,15,5
1717,1500m,2020,276.22,23,3
1159,200m,2020,138.88,14,6
2039,Shot Put,2020,19.52,28,1
1232,400m,2020,297.99,24,2
2047,200m,2020,290.85,26,2
1486,200m,2020,225.84,8,8
1418,200m,2020,104.86,17,5
1668,Long Jump,2020,20.41,21,3
1761,Discus,2020,47.54,3,9
1852,Long Jump,2020,62.62,2,10
1147,High Jump,2020,8.38,23,3
1874,Discus,2020,23.25,27,1
1580,Discus,2020,46.79,29,1
1294,100m,2020,285.26,21,3
1051,100m,2020,81.31,19,4
1669,High Jump,2020,61.24,8,8
1738,800m,2020,86.93,5,9
1687,Shot Put,2020,57.25,24,2
1836,Shot Put,2020,20.86,7,8
1768,200m,2020,285.74,28,1
1964,800m,2020,10.93,3,9
1603,Shot Put,2020,39.7,7,8
1064,400m,2020,21.26,23,3
1329,1500m,2020,187.88,21,3
1755,Javelin,2020,17.58,12,6
1992,200m,2021,32.19,17,5
1369,High Jump,2021,2.88,24,2
1615,Discus,2021,42.93,5,9
1475,200m,2021,223.4,26,2
1599,High Jump,2021,14.81,20,4
1994,1500m,2021,237.58,14,6
2004,Discus,2021,52.43,10,7
1804,1500m,2021,143.08,4,9
1732,1500m,2021,291.09,19,4
1986,Shot Put,2021,27.3,14,6
1606,200m,2021,74.45,14,6
1198,Discus,2021,20.58,10,7
1449,Discus,2021,36.2,13,6
1231,100m,2021,298.01,24,2
1589,High Jump,2021,66.67,25,2
1860,Discus,2021,50.45,15,5
1916,800m,2021,177.59,1,10
1667,High Jump,2021,54.33,15,5
1507,Long Jump,2021,34.16,4,9
1871,1500m,2021,106.41,26,2
1238,200m,2021,37.66,6,8
1361,800m,2021,260.8,16,5
1952,Javelin,2021,18.62,5,9
1654,High Jump,2021,43.73,16,5
1233,Discus,2021,51.03,19,4
1712,800m,2021,27.09,16,5
1816,1500m,2021,129.44,24,2
1263,Long Jump,2021,58.65,2,10
1991,Long Jump,2021,48.7,20,4
2002,High Jump,2021,61.19,9,7
1844,800m,2021,228.96,26,2
1481,Shot Put,2021,38.87,11,7
1060,800m,2021,103.33,23,3
1596,Shot Put,2021,36.74,28,1
1549,200m,2021,277.16,14,6
2040,200m,2021,118.95,25,2
1441,100m,2021,57.01,24,2
1838,200m,2021,58.2,15,5
1125,200m,2021,21.33,14,6
1662,Shot Put,2021,13.19,26,2
1536,Discus,2021,34.87,24,2
1651,Discus,2021,30.14,1,10
1843,1500m,2021,44.1,10,7
1802,1500m,2021,161.52,20,4
1906,Long Jump,2021,40.12,6,8
1817,400m,2021,94.16,22,3
1534,800m,2021,242.82,23,3
1112,Long Jump,2021,37.08,9,7
1550,Shot Put,2021,33.21,30,0
1995,Long Jump,2021,65.0,24,2
1696,400m,2021,57.63,23,3
1094,Shot Put,2021,2.17,14,6
1632,400m,2021,53.6,3,9
1917,100m,2021,100.43,7,8
1840,800m,2021,211.27,18,4
1454,Shot Put,2021,24.18,2,10
1342,Javelin,2021,33.61,6,8
1423,200m,2021,111.63,18,4
1226,800m,2021,110.04,1,10
1676,800m,2021,89.63,27,1
1265,High Jump,2021,41.54,10,7
1041,Long Jump,2021,44.28,13,6
1044,1500m,2021,172.72,21,3
1777,800m,2021,32.47,5,9
1185,200m,2021,221.89,9,7
1683,400m,2021,86.25,4,9
1723,400m,2021,241.1,19,4
1130,High Jump,2021,24.12,25,2
1101,Javelin,2021,42.93,26,2
1432,Javelin,2021,47.29,16,5
1742,800m,2021,58.75,26,2
1407,800m,2021,296.84,3,9
1322,Javelin,2021,11.53,6,8
1811,Shot Put,2021,61.41,11,7
1470,200m,2021,269.83,2,10
1595,400m,2021,158.39,15,5
1331,High Jump,2021,47.04,11,7
1766,1500m,2021,155.11,4,9
1679,800m,2021,172.44,13,6
1847,High Jump,2021,49.88,12,6
1442,1500m,2021,253.21,11,7
1510,Discus,2021,6.86,20,4
1028,800m,2021,287.05,21,3
1074,1500m,2021,216.29,27,1
1042,High Jump,2021,39.89,16,5
1210,1500m,2021,208.76,18,4
2028,High Jump,2021,46.17,6,8
1815,100m,2021,261.18,28,1
1087,Shot Put,2021,54.3,12,6
1580,High Jump,2021,16.14,18,4
1618,800m,2021,120.91,6,8
1050,100m,2021,66.79,12,6
1472,Discus,2021,14.85,19,4
1070,1500m,2021,105.25,30,0
1558,Long Jump,2021,64.23,17,5
1254,100m,2021,185.96,2,10
1774,1500m,2021,196.09,13,6
1821,100m,2021,298.76,23,3
1269,1500m,2021,89.51,2,10
1553,Javelin,2021,57.9,28,1
1965,800m,2022,109.23,17,5
1931,Discus,2022,58.35,26,2
2005,1500m,2022,36.32,25,2
1356,800m,2022,84.88,15,5
1970,1500m,2022,19.12,4,9
1213,Discus,2022,46.6,6,8
1079,Shot Put,2022,11.08,19,4
1757,Long Jump,2022,27.0,13,6
1060,Javelin,2022,63.24,11,7
1314,200m,2022,192.55,28,1
1363,100m,2022,56.04,16,5
1270,Long Jump,2022,24.56,29,1
1170,200m,2022,64.26,12,6
1860,1500m,2022,57.2,18,4
1245,400m,2022,228.09,15,5
1115,Javelin,2022,32.77,19,4
1909,High Jump,2022,51.57,16,5
1128,800m,2022,83.25,12,6
1644,Javelin,2022,24.64,22,3
1200,High Jump,2022,22.06,30,0
1569,800m,2022,231.32,29,1
1398,Discus,2022,8.89,14,6
1035,1500m,2022,286.65,13,6
1682,Javelin,2022,3.46,17,5
1649,400m,2022,277.48,29,1
1347,Javelin,2022,67.62,17,5
1751,800m,2022,285.93,19,4
1030,400m,2022,47.67,11,7
1826,100m,2022,291.39,10,7
1853,400m,2022,242.43,15,5
1126,High Jump,2022,12.83,1,10
1134,400m,2022,68.12,6,8
1396,1500m,2022,99.18,6,8
2028,800m,2022,258.75,14,6
1303,200m,2022,220.0,5,9
1547,Discus,2022,59.43,12,6
1172,100m,2022,148.43,12,6
1354,200m,2022,146.53,22,3
1092,High Jump,2022,49.37,30,0
1565,Shot Put,2022,47.29,27,1
1407,Shot Put,2022,49.88,25,2
2036,200m,2022,122.4,11,7
1839,400m,2022,125.97,11,7
1355,1500m,2022,247.74,24,2
1007,High Jump,2022,42.39,18,4
1638,200m,2022,110.59,22,3
1561,Javelin,2022,3.34,29,1
1719,Javelin,2022,13.7,8,8
1242,Long Jump,2022,26.32,17,5
1700,100m,2022,187.06,25,2
1955,High Jump,2022,64.15,21,3
1177,800m,2022,50.04,7,8
1949,100m,2022,71.26,14,6
1181,200m,2022,108.48,21,3
1239,400m,2022,133.46,10,7
1186,1500m,2022,122.18,27,1
1374,Shot Put,2022,3.89,14,6
1381,400m,2022,57.43,22,3
1651,Discus,2022,58.64,15,5
1042,200m,2022,110.42,24,2
1022,200m,2022,200.2,13,6
1446,100m,2022,56.66,5,9
1768,Javelin,2022,36.23,22,3
1943,Shot Put,2022,2.29,21,3
1167,High Jump,2022,30.44,2,10
1506,1500m,2022,133.24,24,2
1631,200m,2022,185.05,26,2
1392,Shot Put,2022,35.89,25,2
1272,Shot Put,2022,50.27,28,1
1636,Discus,2022,68.07,4,9
1110,400m,2022,294.41,18,4
1777,High Jump,2022,61.12,3,9
1588,400m,2022,12.02,30,0
1365,Javelin,2022,19.16,17,5
1572,Javelin,2022,51.34,15,5
1288,High Jump,2022,4.83,10,7
1647,100m,2022,45.25,16,5
1848,Shot Put,2022,26.65,29,1
1463,Javelin,2022,48.52,9,7
1386,High Jump,2022,24.62,10,7
1559,100m,2022,167.4,6,8
1409,1500m,2022,113.5,1,10
1605,Shot Put,2022,23.74,21,3
1532,100m,2022,182.78,12,6
1901,100m,2022,164.07,13,6
1542,800m,2022,60.82,18,4
1190,200m,2022,46.56,5,9
2004,Shot Put,2022,31.03,9,7
1728,Long Jump,2022,68.07,23,3
1745,Javelin,2022,18.22,27,1
1715,Discus,2022,40.48,2,10
1921,200m,2022,104.71,2,10
1350,400m,2022,186.71,24,2
1076,200m,2022,120.75,24,2
1790,200m,2022,107.95,21,3
1319,1500m,2022,132.53,1,10
1432,400m,2022,285.6,9,7
1889,200m,2022,252.69,14,6
1711,200m,2022,240.16,19,4
1592,1500m,2022,298.53,20,4
1500,400m,2023,277.93,6,8
1101,High Jump,2023,21.26,18,4
1767,Long Jump,2023,53.76,21,3
1969,400m,2023,208.17,4,9
1441,High Jump,2023,41.24,14,6
1895,High Jump,2023,29.61,21,3
1563,100m,2023,189.47,5,9
1381,Javelin,2023,43.96,3,9
1567,Javelin,2023,40.59,14,6
2028,100m,2023,104.26,8,8
1094,400m,2023,175.1,16,5
1817,200m,2023,286.04,1,10
1372,Javelin,2023,62.02,21,3
1584,High Jump,2023,39.32,28,1
1559,800m,2023,256.59,6,8
1011,Shot Put,2023,26.78,28,1
1834,800m,2023,60.81,30,0
1425,800m,2023,103.59,10,7
1039,200m,2023,269.39,7,8
1849,Javelin,2023,33.09,8,8
1266,Javelin,2023,31.89,8,8
1547,400m,2023,292.11,17,5
1948,200m,2023,243.07,27,1
1652,Long Jump,2023,61.24,30,0
1199,400m,2023,81.01,24,2
1454,200m,2023,12.0,2,10
1461,High Jump,2023,60.89,16,5
1038,High Jump,2023,6.32,14,6
1665,1500m,2023,266.17,18,4
1453,200m,2023,217.58,20,4
1131,Discus,2023,50.46,15,5
1590,Shot Put,2023,58.2,2,10
1944,1500m,2023,245.38,27,1
1862,100m,2023,115.38,23,3
1674,Discus,2023,44.6,15,5
1797,High Jump,2023,55.44,4,9
1975,400m,2023,255.65,25,2
1026,Javelin,2023,53.12,4,9
1703,400m,2023,116.27,22,3
1698,Long Jump,2023,11.22,8,8
1655,Shot Put,2023,15.89,4,9
1710,Long Jump,2023,45.48,3,9
1911,Shot Put,2023,63.09,16,5
1311,800m,2023,229.52,11,7
1947,1500m,2023,209.87,11,7
2022,Shot Put,2023,49.42,19,4
1432,1500m,2023,182.38,25,2
1349,400m,2023,52.93,10,7
1799,100m,2023,74.1,12,6
1524,Javelin,2023,26.35,10,7
1826,1500m,2023,283.99,6,8
1067,Javelin,2023,44.92,16,5
1161,Shot Put,2023,47.62,5,9
1997,400m,2023,52.49,10,7
1708,High Jump,2023,19.13,8,8
1171,100m,2023,256.77,19,4
1426,1500m,2023,53.03,1,10
1757,1500m,2023,115.61,17,5
1623,Discus,2023,29.3,20,4
1598,400m,2023,292.0,21,3
1646,400m,2023,180.27,17,5
1925,Long Jump,2023,37.35,13,6
1958,Shot Put,2023,45.91,28,1
1061,Discus,2023,34.52,16,5
1320,High Jump,2023,2.47,3,9
1342,Long Jump,2023,16.9,7,8
1721,800m,2023,53.53,20,4
1884,200m,2023,198.5,12,6
1851,Shot Put,2023,32.96,30,0
1048,100m,2023,253.59,28,1
1582,Discus,2023,63.02,24,2
2006,800m,2023,115.43,2,10
1481,High Jump,2023,44.41,11,7
1769,Discus,2023,6.1,18,4
1270,Discus,2023,59.49,18,4
1776,200m,2023,291.43,2,10
1253,Shot Put,2023,40.32,8,8
1811,800m,2023,84.26,24,2
1448,400m,2023,210.01,21,3
1433,800m,2023,76.22,23,3
1227,Shot Put,2023,13.65,20,4
1593,1500m,2023,170.07,3,9
1366,800m,2023,222.67,30,0
1326,200m,2023,272.78,5,9
1822,Discus,2023,22.24,7,8
1837,800m,2023,80.74,25,2
1446,Javelin,2023,34.19,4,9
1857,Discus,2023,61.89,2,10
1572,Long Jump,2023,55.62,3,9
1744,800m,2023,148.71,15,5
1217,200m,2023,148.05,4,9
1651,Discus,2023,41.87,20,4
2029,Shot Put,2023,22.05,1,10
1804,Javelin,2023,30.94,29,1
1462,200m,2023,218.79,15,5
1828,800m,2023,180.79,21,3
2014,Javelin,2023,53.25,1,10
1951,1500m,2023,228.82,20,4
1587,1500m,2023,152.86,6,8
1921,Long Jump,2023,36.25,17,5
1582,Discus,2024,26.81,30,0
1614,1500m,2024,42.2,5,9
1542,200m,2024,104.12,25,2
1510,High Jump,2024,57.97,28,1
1699,400m,2024,181.04,19,4
1564,800m,2024,172.93,15,5
2031,800m,2024,105.07,18,4
1633,1500m,2024,171.44,27,1
1902,1500m,2024,209.98,5,9
1229,200m,2024,262.51,23,3
1374,Long Jump,2024,67.07,12,6
1999,Shot Put,2024,52.69,7,8
1014,400m,2024,103.17,8,8
1654,Shot Put,2024,26.31,7,8
2044,1500m,2024,84.05,24,2
1964,100m,2024,50.68,21,3
2016,High Jump,2024,30.77,26,2
1335,Shot Put,2024,56.17,27,1
1367,Discus,2024,5.63,17,5
1135,Long Jump,2024,2.61,14,6
1885,100m,2024,288.34,28,1
1624,Long Jump,2024,55.62,16,5
1194,1500m,2024,176.7,21,3
1908,200m,2024,222.99,19,4
1702,200m,2024,292.53,25,2
1375,200m,2024,164.21,26,2
1397,Discus,2024,59.47,3,9
1223,Javelin,2024,64.69,20,4
1475,800m,2024,228.05,25,2
1437,High Jump,2024,57.52,15,5
1630,Shot Put,2024,62.42,24,2
2028,400m,2024,198.63,3,9
1626,400m,2024,197.87,11,7
1656,Shot Put,2024,37.65,23,3
1967,High Jump,2024,62.42,13,6
1211,Javelin,2024,21.63,20,4
1615,High Jump,2024,2.79,8,8
1431,Long Jump,2024,30.76,9,7
1317,800m,2024,179.47,25,2
1664,Long Jump,2024,37.97,21,3
1321,800m,2024,233.28,19,4
1394,Long Jump,2024,62.69,23,3
1812,Javelin,2024,11.95,25,2
1352,400m,2024,69.78,6,8
1324,200m,2024,17.61,20,4
1322,100m,2024,236.04,18,4
1667,Long Jump,2024,66.89,11,7
1971,Long Jump,2024,65.1,22,3
1854,800m,2024,68.49,6,8
1552,High Jump,2024,69.38,8,8
1469,800m,2024,233.98,1,10
1539,400m,2024,264.51,15,5
1622,200m,2024,251.91,13,6
1760,100m,2024,138.75,24,2
1297,800m,2024,120.32,15,5
1628,Shot Put,2024,28.84,7,8
1684,High Jump,2024,41.93,4,9
1725,200m,2024,291.08,17,5
1646,Javelin,2024,51.13,4,9
1922,400m,2024,229.42,4,9
1631,Shot Put,2024,52.23,12,6
1872,Long Jump,2024,29.94,7,8
1806,200m,2024,241.94,12,6
1855,Shot Put,2024,18.99,4,9
1012,Shot Put,2024,2.61,13,6
1828,High Jump,2024,28.92,28,1
1114,200m,2024,112.86,10,7
1838,200m,2024,135.9,28,1
1287,1500m,2024,76.51,23,3
1936,200m,2024,198.63,26,2
1562,High Jump,2024,61.5,1,10
1040,1500m,2024,221.59,29,1
1415,Long Jump,2024,4.61,28,1
1428,800m,2024,61.43,1,10
1525,400m,2024,160.4,5,9
1604,Shot Put,2024,53.72,2,10
1765,Javelin,2024,56.46,28,1
1049,1500m,2024,117.79,14,6
1660,400m,2024,131.58,6,8
1876,Discus,2024,67.62,24,2
1784,400m,2024,115.87,30,0
1668,200m,2024,238.1,1,10
1409,Shot Put,2024,15.48,13,6
1441,Long Jump,2024,63.77,9,7
1219,Javelin,2024,23.49,26,2
1153,100m,2024,106.16,29,1
1498,Shot Put,2024,3.84,28,1
1329,400m,2024,274.94,2,10
1983,Discus,2024,27.33,20,4
1963,Discus,2024,13.13,4,9
1095,100m,2024,111.11,8,8
1799,200m,2024,131.77,3,9
1998,200m,2024,290.93,15,5
1512,High Jump,2024,60.15,18,4
1574,Shot Put,2024,10.71,20,4
1769,100m,2024,100.31,16,5
1122,1500m,2024,47.18,22,3
1208,Discus,2024,26.54,20,4
1115,200m,2024,148.56,24,2
1566,Javelin,2024,14.95,8,8
1266,1500m,2025,10.1,9,7
1293,Discus,2025,47.27,7,8
1462,Javelin,2025,42.19,3,9
1169,100m,2025,229.0,5,9
1195,400m,2025,149.47,6,8
1828,800m,2025,123.46,6,8
1579,High Jump,2025,28.28,7,8
1216,800m,2025,251.96,3,9
1512,800m,2025,289.37,9,7
1464,400m,2025,268.87,4,9
1514,Javelin,2025,66.19,5,9
1379,800m,2025,138.58,22,3
1617,1500m,2025,230.57,1,10
1674,200m,2025,160.98,17,5
1947,200m,2025,233.78,20,4
1547,Shot Put,2025,17.4,15,5
1270,1500m,2025,248.45,18,4
1672,Javelin,2025,32.62,3,9
1865,Long Jump,2025,61.45,2,10
1768,High Jump,2025,58.9,9,7
1298,200m,2025,191.8,14,6
1071,Javelin,2025,13.04,23,3
1789,Shot Put,2025,53.45,8,8
1099,Discus,2025,8.56,24,2
1406,Javelin,2025,67.24,28,1
1374,Long Jump,2025,18.03,28,1
1030,Shot Put,2025,58.81,14,6
1070,High Jump,2025,5.38,4,9
1488,1500m,2025,254.27,24,2
1332,1500m,2025,272.37,21,3
1813,Discus,2025,24.02,22,3
1661,1500m,2025,295.1,3,9
1024,100m,2025,39.33,26,2
1985,Shot Put,2025,18.13,16,5
1991,800m,2025,181.41,22,3
1705,1500m,2025,40.15,25,2
1385,Shot Put,2025,39.91,27,1
1831,Javelin,2025,27.24,17,5
1926,High Jump,2025,4.38,4,9
1440,Javelin,2025,58.92,21,3
1929,200m,2025,176.93,4,9
1539,800m,2025,114.6,22,3
1901,Javelin,2025,30.4,13,6
1242,100m,2025,110.72,26,2
1573,Shot Put,2025,59.88,19,4
1691,Discus,2025,4.05,13,6
1382,High Jump,2025,47.33,1,10
1523,800m,2025,174.41,1,10
1699,Long Jump,2025,8.27,30,0
1999,High Jump,2025,56.43,24,2
1935,Shot Put,2025,59.69,9,7
1198,Long Jump,2025,57.56,12,6
1702,Long Jump,2025,68.19,8,8
1130,1500m,2025,139.34,2,10
1749,Long Jump,2025,32.89,21,3
1874,1500m,2025,232.9,6,8
1053,800m,2025,171.96,28,1
1259,Discus,2025,45.91,24,2
1194,High Jump,2025,53.1,25,2
1466,400m,2025,254.97,28,1
1937,200m,2025,106.79,20,4
1228,Discus,2025,52.18,27,1
1247,800m,2025,101.79,10,7
1606,200m,2025,275.11,3,9
1712,High Jump,2025,22.94,16,5
1629,400m,2025,229.4,7,8
1927,1500m,2025,258.23,16,5
1894,Long Jump,2025,24.58,15,5
1170,Long Jump,2025,53.2,6,8
2034,Long Jump,2025,2.59,7,8
1815,Javelin,2025,22.77,17,5
2047,Discus,2025,21.79,18,4
1400,Discus,2025,13.69,20,4
1291,200m,2025,67.6,3,9
1455,Javelin,2025,64.16,22,3
1035,High Jump,2025,59.88,5,9
1407,Long Jump,2025,38.0,13,6
1725,400m,2025,277.16,4,9
1311,1500m,2025,187.89,3,9
1097,Long Jump,2025,69.96,15,5
1743,100m,2025,81.31,5,9
1472,1500m,2025,17.64,8,8
1342,800m,2025,81.15,8,8
1767,Shot Put,2025,45.88,7,8
1326,400m,2025,13.6,8,8
1206,100m,2025,258.68,16,5
1340,Shot Put,2025,29.9,18,4
1312,Javelin,2025,14.67,6,8
1869,Discus,2025,41.29,21,3
1415,Javelin,2025,62.37,13,6
1571,1500m,2025,214.96,12,6
1101,1500m,2025,135.08,12,6
1821,800m,2025,102.84,12,6
1608,200m,2025,287.85,5,9
1799,Long Jump,2025,60.41,23,3
1863,800m,2025,240.71,19,4
1976,400m,2025,38.02,30,0
1959,Discus,2025,50.02,18,4
1660,Long Jump,2025,8.68,27,1
1279,Javelin,2025,17.11,12,6
1459,Shot Put,2026,49.89,29,1
1953,400m,2026,157.13,27,1
1552,Shot Put,2026,3.58,2,10
1109,Discus,2026,62.34,26,2
1943,200m,2026,244.09,10,7
1897,1500m,2026,41.25,22,3
2019,400m,2026,181.13,6,8
1894,200m,2026,154.32,20,4
1133,400m,2026,299.23,30,0
1351,Long Jump,2026,65.74,30,0
1046,Discus,2026,58.48,26,2
1919,Shot Put,2026,66.16,22,3
1118,Discus,2026,5.98,8,8
1712,Long Jump,2026,11.18,27,1
1977,Shot Put,2026,14.4,13,6
1303,100m,2026,113.91,30,0
1131,Shot Put,2026,57.05,30,0
1726,Javelin,2026,8.27,17,5
1134,200m,2026,202.42,11,7
1566,Discus,2026,40.07,23,3
1517,Discus,2026,37.23,25,2
1057,Discus,2026,45.56,10,7
2006,Long Jump,2026,10.78,25,2
1883,800m,2026,94.96,21,3
1274,High Jump,2026,29.19,13,6
1812,200m,2026,152.23,16,5
1441,200m,2026,103.24,16,5
1926,Javelin,2026,28.13,16,5
1635,1500m,2026,233.54,23,3
1624,100m,2026,162.99,2,10
1677,800m,2026,284.57,10,7
1477,Javelin,2026,52.73,19,4
2041,Discus,2026,13.38,11,7
1834,100m,2026,164.94,2,10
1296,1500m,2026,121.62,12,6
1645,Discus,2026,5.09,27,1
1014,High Jump,2026,52.09,17,5
1734,400m,2026,157.54,22,3
1246,100m,2026,274.09,4,9
1146,Shot Put,2026,66.57,29,1
1848,800m,2026,216.6,3,9
1331,800m,2026,153.63,19,4
1399,Javelin,2026,2.57,30,0
1510,High Jump,2026,15.61,23,3
1368,200m,2026,278.05,1,10
1372,800m,2026,201.28,30,0
1061,Long Jump,2026,68.93,13,6
2014,800m,2026,117.82,27,1
1245,High Jump,2026,4.57,5,9
1680,Javelin,2026,18.36,22,3
1183,1500m,2026,265.76,14,6
1193,Javelin,2026,50.15,29,1
1827,1500m,2026,69.41,29,1
1794,1500m,2026,128.67,1,10
1835,High Jump,2026,57.91,13,6
1781,1500m,2026,254.36,7,8
1972,Shot Put,2026,18.86,1,10
1284,High Jump,2026,4.36,25,2
1704,Shot Put,2026,10.33,23,3
1375,800m,2026,30.45,4,9
1197,200m,2026,56.09,26,2
1638,Shot Put,2026,6.06,18,4
1728,Long Jump,2026,12.96,24,2
1364,1500m,2026,287.04,23,3
1882,High Jump,2026,21.01,10,7
2024,1500m,2026,258.1,9,7
1186,200m,2026,230.69,13,6
1378,800m,2026,285.56,18,4
1534,Shot Put,2026,15.25,17,5
1823,100m,2026,146.0,4,9
1411,200m,2026,76.31,27,1
1465,High Jump,2026,14.14,25,2
1720,200m,2026,80.11,20,4
1168,Long Jump,2026,31.51,5,9
1696,Shot Put,2026,42.39,2,10
1528,Discus,2026,54.03,7,8
1042,800m,2026,220.22,2,10
1125,Javelin,2026,2.47,5,9
1122,Long Jump,2026,60.37,9,7
1765,400m,2026,111.53,7,8
1196,100m,2026,123.48,5,9
1346,1500m,2026,156.62,8,8
1004,400m,2026,191.89,11,7
1026,Shot Put,2026,3.23,15,5
1010,200m,2026,254.59,20,4
1670,Discus,2026,21.21,6,8
1788,400m,2026,168.67,11,7
1628,100m,2026,42.3,3,9
1768,High Jump,2026,36.99,1,10
1143,Javelin,2026,50.85,24,2
1354,Long Jump,2026,26.87,5,9
1387,200m,2026,208.45,1,10
2021,High Jump,2026,1.73,2,10
1373,High Jump,2026,54.16,4,9
1448,800m,2026,231.03,2,10
1708,Javelin,2026,38.87,1,10
1199,Shot Put,2026,65.7,21,3
1317,High Jump,2026,20.85,20,4
1767,High Jump,2026,32.3,24,2
1363,800m,2026,208.04,20,4
